CMDLINE /oak/stanford/groups/akundaje/sjessa/software/miniconda3/envs/nucleoatac2/bin/nucleoatac run --bam example/example.bam --bed example/example.bed --fasta example/sacCer3.fa --out profiling/after/example --cores 2
MEM 127.324219 1776319216.3471
MEM 127.324219 1776319216.4475
MEM 127.324219 1776319216.5478
MEM 127.324219 1776319216.6482
MEM 127.324219 1776319216.7486
MEM 127.324219 1776319216.8490
MEM 127.324219 1776319216.9494
MEM 127.324219 1776319217.0497
MEM 127.324219 1776319217.1501
MEM 127.324219 1776319217.2504
MEM 127.324219 1776319217.3508
MEM 127.324219 1776319217.4513
MEM 127.324219 1776319217.5517
MEM 127.324219 1776319217.6520
MEM 127.324219 1776319217.7524
MEM 127.324219 1776319217.8529
MEM 127.324219 1776319217.9534
MEM 127.324219 1776319218.0539
MEM 127.324219 1776319218.1545
MEM 127.390625 1776319218.2546
MEM 127.542969 1776319218.3550
MEM 127.703125 1776319218.4551
MEM 127.703125 1776319218.5554
MEM 127.703125 1776319218.6557
MEM 127.703125 1776319218.7560
MEM 127.703125 1776319218.8563
MEM 128.167969 1776319218.9565
MEM 131.121094 1776319219.0568
MEM 131.984375 1776319219.1571
MEM 132.414062 1776319219.2574
MEM 132.421875 1776319219.3578
MEM 132.421875 1776319219.4579
MEM 132.421875 1776319219.5583
MEM 132.421875 1776319219.6585
MEM 132.421875 1776319219.7586
MEM 132.421875 1776319219.8589
MEM 132.421875 1776319219.9591
MEM 132.421875 1776319220.0593
MEM 132.421875 1776319220.1596
MEM 140.105469 1776319220.2598
MEM 141.316406 1776319220.3601
MEM 141.316406 1776319220.4603
MEM 141.316406 1776319220.5604
MEM 141.316406 1776319220.6607
MEM 141.316406 1776319220.7610
MEM 141.316406 1776319220.8614
MEM 141.316406 1776319220.9616
MEM 141.316406 1776319221.0618
MEM 141.316406 1776319221.1619
MEM 141.316406 1776319221.2620
MEM 141.316406 1776319221.3623
MEM 141.316406 1776319221.4626
MEM 141.316406 1776319221.5629
MEM 141.316406 1776319221.6633
MEM 141.316406 1776319221.7637
MEM 141.316406 1776319221.8640
MEM 141.316406 1776319221.9641
MEM 141.316406 1776319222.0642
MEM 141.316406 1776319222.1643
MEM 141.316406 1776319222.2645
MEM 141.316406 1776319222.3646
MEM 141.316406 1776319222.4648
MEM 141.316406 1776319222.5649
MEM 141.316406 1776319222.6650
MEM 141.316406 1776319222.7651
MEM 141.316406 1776319222.8653
MEM 141.316406 1776319222.9654
MEM 141.316406 1776319223.0657
MEM 141.316406 1776319223.1660
MEM 141.316406 1776319223.2664
MEM 141.316406 1776319223.3667
MEM 141.316406 1776319223.4670
MEM 159.816406 1776319223.5673
MEM 159.816406 1776319223.6675
MEM 159.816406 1776319223.7677
MEM 159.816406 1776319223.8678
MEM 159.816406 1776319223.9679
MEM 159.816406 1776319224.0680
MEM 159.816406 1776319224.1681
MEM 159.816406 1776319224.2682
MEM 159.816406 1776319224.3684
MEM 159.816406 1776319224.4685
MEM 159.816406 1776319224.5687
MEM 159.816406 1776319224.6690
MEM 159.816406 1776319224.7694
MEM 159.816406 1776319224.8698
MEM 159.816406 1776319224.9700
MEM 159.816406 1776319225.0702
MEM 159.816406 1776319225.1706
MEM 159.816406 1776319225.2710
MEM 159.816406 1776319225.3713
MEM 159.816406 1776319225.4717
MEM 159.816406 1776319225.5719
MEM 159.816406 1776319225.6721
MEM 159.816406 1776319225.7723
MEM 159.816406 1776319225.8725
MEM 159.816406 1776319225.9727
MEM 159.816406 1776319226.0730
MEM 159.816406 1776319226.1733
MEM 159.816406 1776319226.2735
MEM 159.816406 1776319226.3738
