CMDLINE /oak/stanford/groups/akundaje/sjessa/software/miniconda3/envs/nucleoatac2/bin/nucleoatac run --bam example/example.bam --bed example/example.bed --fasta example/sacCer3.fa --out profiling/before/example --cores 2
MEM 5.976562 1776318086.7569
MEM 18.203125 1776318086.8572
MEM 29.636719 1776318086.9574
MEM 39.542969 1776318087.0576
MEM 46.585938 1776318087.1580
MEM 50.132812 1776318087.2583
MEM 53.222656 1776318087.3585
MEM 60.121094 1776318087.4588
MEM 68.226562 1776318087.5591
MEM 72.292969 1776318087.6594
MEM 78.011719 1776318087.7597
MEM 86.683594 1776318087.8599
MEM 89.945312 1776318087.9603
MEM 96.199219 1776318088.0607
MEM 98.800781 1776318088.1610
MEM 100.843750 1776318088.2613
MEM 105.757812 1776318088.3616
MEM 107.332031 1776318088.4619
MEM 108.507812 1776318088.5622
MEM 112.605469 1776318088.6626
MEM 114.535156 1776318088.7629
MEM 119.777344 1776318088.8632
MEM 122.039062 1776318088.9635
MEM 122.039062 1776318089.0638
MEM 122.039062 1776318089.1642
MEM 122.289062 1776318089.2645
MEM 122.289062 1776318089.3649
MEM 122.289062 1776318089.4652
MEM 122.289062 1776318089.5656
MEM 122.289062 1776318089.6660
MEM 122.289062 1776318089.7663
MEM 122.289062 1776318089.8665
MEM 122.496094 1776318089.9668
MEM 122.496094 1776318090.0671
MEM 122.496094 1776318090.1674
MEM 122.496094 1776318090.2678
MEM 122.496094 1776318090.3680
MEM 122.496094 1776318090.4684
MEM 122.496094 1776318090.5687
MEM 122.496094 1776318090.6691
MEM 122.496094 1776318090.7694
MEM 122.496094 1776318090.8696
MEM 122.496094 1776318090.9701
MEM 122.496094 1776318091.0704
MEM 122.496094 1776318091.1708
MEM 122.496094 1776318091.2711
MEM 122.496094 1776318091.3714
MEM 122.496094 1776318091.4717
MEM 122.496094 1776318091.5720
MEM 122.496094 1776318091.6724
MEM 122.496094 1776318091.7729
MEM 122.496094 1776318091.8739
MEM 122.496094 1776318091.9745
MEM 122.496094 1776318092.0748
MEM 122.496094 1776318092.1751
MEM 122.496094 1776318092.2755
MEM 122.496094 1776318092.3758
MEM 122.496094 1776318092.4761
MEM 122.496094 1776318092.5764
MEM 122.496094 1776318092.6768
MEM 122.496094 1776318092.7771
MEM 122.496094 1776318092.8774
MEM 122.496094 1776318092.9778
MEM 122.496094 1776318093.0781
MEM 122.496094 1776318093.1785
MEM 122.496094 1776318093.2788
MEM 122.496094 1776318093.3791
MEM 122.496094 1776318093.4795
MEM 122.496094 1776318093.5799
MEM 122.496094 1776318093.6802
MEM 122.496094 1776318093.7806
MEM 122.496094 1776318093.8809
MEM 122.496094 1776318093.9813
MEM 122.496094 1776318094.0817
MEM 122.496094 1776318094.1820
MEM 122.496094 1776318094.2824
MEM 122.496094 1776318094.3827
MEM 122.496094 1776318094.4832
MEM 122.496094 1776318094.5835
MEM 122.496094 1776318094.6839
MEM 122.496094 1776318094.7841
MEM 122.496094 1776318094.8844
MEM 122.496094 1776318094.9847
MEM 122.640625 1776318095.0850
MEM 124.007812 1776318095.1852
MEM 124.097656 1776318095.2856
MEM 124.097656 1776318095.3859
